row,item,version,letter,sentence,sentence_spr,im_jahr,year,future,pp,det_nom,objnp,qm1,fact,qm2,verb,comma,spillover_verb,name,real_name,wrong_name,name_match,spillover_pp,full_sentence,condition,list,life_status,yes_F,yes_J,life_mismatch,fact_mismatch,type,created,occupation,file_name,year_time,fact_time,year_fact
901,11,41,b,41b,"Im Jahr*1998*werde ich*in dem Film*„Eine Hochzeit zum Verlieben“*die Hauptrolle spielen,*das behauptete*Franka Potente*auf dem roten Teppich.",Im Jahr,1998,werde ich,in dem,Der,Film,„,Eine Hochzeit zum Verlieben,“,die Hauptrolle spielen,",",das behauptete,Adam Sandler,Franka Potente,Adam Sandler,no,auf dem roten Teppich.,"Im Jahr 1998 werde ich in dem Film ""Eine Hochzeit zum Verlieben"" die Hauptrolle spielen, das behauptete Franka Potente auf dem roten Teppich.",fact mismatch,24,alive,F,J,match,mismatch,critical,AP,Actors,Franka_Potente.jpg,new,new,match
902,11,43,b,43b,"Im Jahr*1960*werde ich*in dem Film*„Psycho“*die Hauptrolle spielen,*das behauptete*Marcello Mastroianni*auf dem roten Teppich.",Im Jahr,1960,werde ich,in dem,Der,Film,„,Psycho,“,die Hauptrolle spielen,",",das behauptete,Anthony Perkins,Marcello Mastroianni,Anthony Perkins,no,auf dem roten Teppich.,"Im Jahr 1960 werde ich in dem Film ""Psycho"" die Hauptrolle spielen, das behauptete Marcello Mastroianni auf dem roten Teppich.",fact mismatch,24,dead,F,J,match,mismatch,critical,AP,Actors,Marcello_Mastroianni.jpg,old,old,match
903,12,45,a,45a,"Im Jahr*2020*werde ich*mein Engagement für die*Erreichung der Klimaziele*vorantreiben,*das verkündete*Greta Thunberg*auf einer Pressekonferenz.",Im Jahr,2020,werde ich,mein,,Engagement für die,,Erreichung der Klimaziele,,vorantreiben,",",das verkündete,Greta Thunberg,Greta Thunberg,Malala Yousafzai,yes,auf einer Pressekonferenz.,"Im Jahr 2020 werde ich mein Engagement für die Erreichung der Klimaziele vorantreiben, das verkündete Greta Thunberg auf einer Pressekonferenz.",full match,24,alive,F,J,match,match,critical,PM,Activist,Greta_Thunberg.jpg,new,new,match
904,12,47,a,47a,"Im Jahr*1955*werde ich*mein Engagement für die*Bürgerrechtsbewegung*vorantreiben,*das verkündete*Martin Luther King*auf einer Pressekonferenz.",Im Jahr,1955,werde ich,mein,,Engagement für die,,Bürgerrechtsbewegung,,vorantreiben,",",das verkündete,Martin Luther King,Martin Luther King,Nelson Mandela,yes,auf einer Pressekonferenz.,"Im Jahr 1955 werde ich mein Engagement für die Bürgerrechtsbewegung vorantreiben, das verkündete Martin Luther King auf einer Pressekonferenz.",full match,24,dead,F,J,match,match,critical,PM,Activist,Martin_Luther_King.jpg,old,old,match
905,13,50,d,50d,"Im Jahr*2007*werde ich*den Film*„Metropolis“*inszenieren,*das meinte*Sergei Eisenstein*in einer Fragerunde.",Im Jahr,2007,werde ich,den,Der,Film,„,Metropolis,“,inszenieren,",",das meinte,Fritz Lang,Sergei Eisenstein,Fritz Lang,no,in einer Fragerunde.,"Im Jahr 2007 werde ich den Film ""Metropolis"" inszenieren, das meinte Sergei Eisenstein in einer Fragerunde.",life-fact mismatch,24,dead,F,J,mismatch,mismatch,critical,PM,Directors,Sergei_Eisenstein.jpg,new,old,mismatch
906,13,52,d,52d,"Im Jahr*1925*werde ich*den Film*„No Country for Old Men“*inszenieren,*das meinte*Michael Bay*in einer Fragerunde.",Im Jahr,1925,werde ich,den,Der,Film,„,No Country for Old Men,“,inszenieren,",",das meinte,Ethan Coen,Michael Bay,Ethan Coen,no,in einer Fragerunde.,"Im Jahr 1925 werde ich den Film ""No Country for Old Men"" inszenieren, das meinte Michael Bay in einer Fragerunde.",life-fact mismatch,24,alive,F,J,mismatch,mismatch,critical,PM,Directors,Michael_Bay.jpg,old,new,mismatch
907,14,54,c,54c,"Im Jahr*1991*werde ich*in dem Film*„Frankenstein“*zu sehen sein,*das erzählte*Boris Karloff*einer Nachrichtenagentur.",Im Jahr,1991,werde ich,in dem,Der,Film,„,Frankenstein,“,zu sehen sein,",",das erzählte,Boris Karloff,Boris Karloff,Bela Lugosi,yes,einer Nachrichtenagentur.,"Im Jahr 1991 werde ich in dem Film ""Frankenstein"" zu sehen sein, das erzählte Boris Karloff einer Nachrichtenagentur.",life mismatch,24,dead,F,J,mismatch,match,critical,PM,Actors,Boris_Karloff.jpg,new,old,mismatch
908,14,56,c,56c,"Im Jahr*1931*werde ich*in dem Film*„Nightmare on Elm Street 6“*zu sehen sein,*das erzählte*Robert Englund*einer Nachrichtenagentur.",Im Jahr,1931,werde ich,in dem,Der,Film,„,Nightmare on Elm Street 6,“,zu sehen sein,",",das erzählte,Robert Englund,Robert Englund,Sir Anthony Hopkins,yes,einer Nachrichtenagentur.,"Im Jahr 1931 werde ich in dem Film ""Nightmare on Elm Street 6"" zu sehen sein, das erzählte Robert Englund einer Nachrichtenagentur.",life mismatch,24,alive,F,J,mismatch,match,critical,PM,Actors,Robert_Englund.jpg,old,new,mismatch
909,15,58,b,58b,"Im Jahr*2008*werde ich*das Buch*„Feuchtgebiete“*abschließen,*das stellte*Benedikt Wells*nach einer Lesung fest.",Im Jahr,2008,werde ich,das,Das,Buch,„,Feuchtgebiete,“,abschließen,",",das stellte,Charlotte Roche,Benedikt Wells,Charlotte Roche,no,nach einer Lesung fest.,"Im Jahr 2008 werde ich das Buch ""Feuchtgebiete"" abschließen, das stellte Benedikt Wells nach einer Lesung fest.",fact mismatch,24,alive,F,J,match,mismatch,critical,PM,Authors,Benedikt_Wells.jpg,new,new,match
910,15,60,b,60b,"Im Jahr*1925*werde ich*das Buch*„Der Prozess“*abschließen,*das stellte*F. Scott Fitzgerald*nach einer Lesung fest.",Im Jahr,1925,werde ich,das,Das,Buch,„,Der Prozess,“,abschließen,",",das stellte,Franz Kafka,F. Scott Fitzgerald,Franz Kafka,no,nach einer Lesung fest.,"Im Jahr 1925 werde ich das Buch ""Der Prozess"" abschließen, das stellte F. Scott Fitzgerald nach einer Lesung fest.",fact mismatch,24,dead,F,J,match,mismatch,critical,PM,Authors,F.Scott_Fitzgerald.jpg,old,old,match
911,16,62,a,62a,"Im Jahr*2018*werde ich*in dem Film*„Tatort Münster“*die Hauptrolle spielen,*das versicherte*Jan-Josef Liefers*der Presse.",Im Jahr,2018,werde ich,in dem,Der,Film,„,Tatort Münster,“,die Hauptrolle spielen,",",das versicherte,Jan-Josef Liefers,Jan-Josef Liefers,Til Schweiger,yes,der Presse.,"Im Jahr 2018 werde ich in dem Film ""Tatort Münster"" die Hauptrolle spielen, das versicherte Jan-Josef Liefers der Presse.",full match,24,alive,F,J,match,match,critical,PM,Actors,Jan-Josef_Liefers.jpg,new,new,match
912,16,64,a,64a,"Im Jahr*1941*werde ich*in dem Film*„Früchte des Zorns“*die Hauptrolle spielen,*das versicherte*Henry Fonda*der Presse.",Im Jahr,1941,werde ich,in dem,Der,Film,„,Früchte des Zorns,“,die Hauptrolle spielen,",",das versicherte,Henry Fonda,Henry Fonda,Orson Welles,yes,der Presse.,"Im Jahr 1941 werde ich in dem Film ""Früchte des Zorns"" die Hauptrolle spielen, das versicherte Henry Fonda der Presse.",full match,24,dead,F,J,match,match,critical,PM,Actors,Henry_Fonda.jpg,old,old,match
913,17,65,d,65d,"Im Jahr*2017*werde ich*die Nation*Großbritannien*regieren,*das berichtete*Franklin D. Roosevelt*einer Tageszeitung.",Im Jahr,2017,werde ich,die,Die,Nation,,Großbritannien,,regieren,",",das berichtete,Winston Churchill,Franklin D. Roosevelt,Winston Churchill,no,einer Tageszeitung.,"Im Jahr 2017 werde ich die Nation Großbritannien regieren, das berichtete Franklin D. Roosevelt einer Tageszeitung.",life-fact mismatch,24,dead,F,J,mismatch,mismatch,critical,DP,Policitians,Franklin_D._Roosevelt.jpg,new,old,mismatch
914,17,67,d,67d,"Im Jahr*1942*werde ich*die Nation*Frankreich*regieren,*das berichtete*Wladimir Putin*einer Tageszeitung.",Im Jahr,1942,werde ich,die,Die,Nation,,Frankreich,,regieren,",",das berichtete,Emmanuel Macron,Wladimir Putin,Emmanuel Macron,no,einer Tageszeitung.,"Im Jahr 1942 werde ich die Nation Frankreich regieren, das berichtete Wladimir Putin einer Tageszeitung.",life-fact mismatch,24,alive,F,J,mismatch,mismatch,critical,DP,Policitians,Wladimir_Putin.jpg,old,new,mismatch
915,18,69,c,69c,"Im Jahr*2013*werde ich*das Lied*„Der Kommissar“*veröffentlichen,*das teilte*Falco*den Medien mit.",Im Jahr,2013,werde ich,das,Das,Lied,„,Der Kommissar,“,veröffentlichen,",",das teilte,Falco,Falco,Marvin Gaye,yes,den Medien mit.,"Im Jahr 2013 werde ich das Lied ""Der Kommissar"" veröffentlichen, das teilte Falco den Medien mit.",life mismatch,24,dead,F,J,mismatch,match,critical,PM,Musicians,Falco.jpg,new,old,mismatch
916,18,71,c,71c,"Im Jahr*1982*werde ich*das Lied*„Royals“*veröffentlichen,*das teilte*Lorde*den Medien mit.",Im Jahr,1982,werde ich,das,Das,Lied,„,Royals,“,veröffentlichen,",",das teilte,Lorde,Lorde,Avicii,yes,den Medien mit.,"Im Jahr 1982 werde ich das Lied ""Royals"" veröffentlichen, das teilte Lorde den Medien mit.",life mismatch,24,alive,F,J,mismatch,match,critical,PM,Musicians,Lorde.jpg,old,new,mismatch
917,19,73,b,73b,"Im Jahr*2017*werde ich*das Nation*Kanada*regieren,*das äußerte*Kim Jong-un*auf einer Pressekonferenz.",Im Jahr,2017,werde ich,das,Die,Nation,,Kanada,,regieren,",",das äußerte,Justin Trudeau,Kim Jong-un,Justin Trudeau,no,auf einer Pressekonferenz.,"Im Jahr 2017 werde ich die Nation Kanada regieren, das äußerte Kim Jong-un auf einer Pressekonferenz.",fact mismatch,24,alive,F,J,match,mismatch,critical,AP,Policitians,Kim_Jong_Un.jpg,new,new,match
918,19,75,b,75b,"Im Jahr*1960*werde ich*das Nation*China*regieren,*das äußerte*Fidel Castro*auf einer Pressekonferenz.",Im Jahr,1960,werde ich,das,Die,Nation,,China,,regieren,",",das äußerte,Mao Zedong,Fidel Castro,Mao Zedong,no,auf einer Pressekonferenz.,"Im Jahr 1960 werde ich die Nation China regieren, das äußerte Fidel Castro auf einer Pressekonferenz.",fact mismatch,24,dead,F,J,match,mismatch,critical,AP,Policitians,Fidel_Castro.jpg,old,old,match
919,20,77,a,77a,"Im Jahr*2008*werde ich*meine Erfindung*„Tesla Roadster“*vermarkten,*das schilderte*Elon Musk*einer Tageszeitung.",Im Jahr,2008,werde ich,meine,Die,Erfindung,„,Tesla Roadster,“,vermarkten,",",das schilderte,Elon Musk,Elon Musk,Mark Zuckerberg,yes,einer Tageszeitung.,"Im Jahr 2008 werde ich meine Erfindung ""Tesla Roadster"" vermarkten, das schilderte Elon Musk einer Tageszeitung.",full match,24,alive,F,J,match,match,critical,AP,Creators,Elon_Musk.jpg,new,new,match
920,20,79,a,79a,"Im Jahr*1908*werde ich*meine Erfindung*„Glühbirne“*vermarkten,*das schilderte*Thomas Edison*einer Tageszeitung.",Im Jahr,1908,werde ich,meine,Die,Erfindung,„,Glühbirne,“,vermarkten,",",das schilderte,Thomas Edison,Thomas Edison,Henry Ford,yes,einer Tageszeitung.,"Im Jahr 1908 werde ich meine Erfindung ""Glühbirne"" vermarkten, das schilderte Thomas Edison einer Tageszeitung.",full match,24,dead,F,J,match,match,critical,AP,Creators,Thomas_Edison.jpg,old,old,match
921,21,82,d,82d,"Im Jahr*2016*werde ich*in dem Film*„Ben Hur“*auftreten,*das behauptete*Cary Grant*gegenüber einer Journalistin.",Im Jahr,2016,werde ich,in dem,Der,Film,„,Ben Hur,“,auftreten,",",das behauptete,Charlton Heston,Cary Grant,Charlton Heston,no,gegenüber einer Journalistin.,"Im Jahr 2016 werde ich in dem Film ""Ben Hur"" auftreten, das behauptete Cary Grant gegenüber einer Journalistin.",life-fact mismatch,24,dead,F,J,mismatch,mismatch,critical,PM,Actors,Cary_Grant.jpg,new,old,mismatch
922,21,84,d,84d,"Im Jahr*1959*werde ich*in dem Film*„La La Land“*auftreten,*das behauptete*Margot Robbie*gegenüber einer Journalistin.",Im Jahr,1959,werde ich,in dem,Der,Film,„,La La Land,“,auftreten,",",das behauptete,Ryan Gosling,Margot Robbie,Ryan Gosling,no,gegenüber einer Journalistin.,"Im Jahr 1959 werde ich in dem Film ""La La Land"" auftreten, das behauptete Margot Robbie gegenüber einer Journalistin.",life-fact mismatch,24,alive,F,J,mismatch,mismatch,critical,PM,Actors,Margot_Robbie.jpg,old,new,mismatch
923,22,86,c,86c,"Im Jahr*2018*werde ich*in dem Film*„Der längste Tag“*mitspielen,*das verkündete*John Wayne*auf dem roten Teppich.",Im Jahr,2018,werde ich,in dem,Der,Film,„,Der längste Tag,“,mitspielen,",",das verkündete,John Wayne,John Wayne,Omar Sharif,yes,auf dem roten Teppich.,"Im Jahr 2018 werde ich in dem Film ""Der längste Tag"" mitspielen, das verkündete John Wayne auf dem roten Teppich.",life mismatch,24,dead,F,J,mismatch,match,critical,PM,Actors,John_Wayne.jpg,new,old,mismatch
924,22,88,c,88c,"Im Jahr*1962*werde ich*in dem Film*„The Favourite“*mitspielen,*das verkündete*Emma Stone*auf dem roten Teppich.",Im Jahr,1962,werde ich,in dem,Der,Film,„,The Favourite,“,mitspielen,",",das verkündete,Emma Stone,Emma Stone,Bradley Cooper,yes,auf dem roten Teppich.,"Im Jahr 1962 werde ich in dem Film ""The Favourite"" mitspielen, das verkündete Emma Stone auf dem roten Teppich.",life mismatch,24,alive,F,J,mismatch,match,critical,PM,Actors,Emma_Stone.jpg,old,new,mismatch
925,23,90,b,90b,"Im Jahr*1999*werde ich*in dem Film*„Der talentierte Mr. Ripley“*zu sehen sein,*das meinte*Keanu Reeves*auf Nachfrage.",Im Jahr,1999,werde ich,in dem,Der,Film,„,Der talentierte Mr. Ripley,“,zu sehen sein,",",das meinte,Matt Damon,Keanu Reeves,Matt Damon,no,auf Nachfrage.,"Im Jahr 1999 werde ich in dem Film ""Der talentierte Mr. Ripley"" zu sehen sein, das meinte Keanu Reeves auf Nachfrage.",fact mismatch,24,alive,F,J,match,mismatch,critical,PM,Actors,Keanu_Reeves.jpg,new,new,match
926,23,92,b,92b,"Im Jahr*1964*werde ich*in dem Film*„Der Gendarm von Saint Tropez“*zu sehen sein,*das meinte*Audrey Hepburn*auf Nachfrage.",Im Jahr,1964,werde ich,in dem,Der,Film,„,Der Gendarm von Saint Tropez,“,zu sehen sein,",",das meinte,Louis de Funès,Audrey Hepburn,Louis de Funès,no,auf Nachfrage.,"Im Jahr 1964 werde ich in dem Film ""Der Gendarm von Saint Tropez"" zu sehen sein, das meinte Audrey Hepburn auf Nachfrage.",fact mismatch,24,dead,F,J,match,mismatch,critical,PM,Actors,Audrey_Hepburn.jpg,old,old,match
927,24,94,a,94a,"Im Jahr*2014*werde ich*in dem Film*„The Imitation Game“*die Hauptrolle spielen,*das erzählte*Benedict Cumberbatch*interessierten Fans.",Im Jahr,2014,werde ich,in dem,Der,Film,„,The Imitation Game,“,die Hauptrolle spielen,",",das erzählte,Benedict Cumberbatch,Benedict Cumberbatch,Chris Pratt,yes,interessierten Fans.,"Im Jahr 2014 werde ich in dem Film ""The Imitation Game"" die Hauptrolle spielen, das erzählte Benedict Cumberbatch interessierten Fans.",full match,24,alive,F,J,match,match,critical,PM,Actors,Benedict_Cumberbatch.jpg,new,new,match
928,24,96,a,96a,"Im Jahr*1972*werde ich*in dem Film*„Aguirre - Der Zorn Gottes“*die Hauptrolle spielen,*das erzählte*Klaus Kinski*interessierten Fans.",Im Jahr,1972,werde ich,in dem,Der,Film,„,Aguirre - Der Zorn Gottes,“,die Hauptrolle spielen,",",das erzählte,Klaus Kinski,Klaus Kinski,Bruce Lee,yes,interessierten Fans.,"Im Jahr 1972 werde ich in dem Film ""Aguirre - Der Zorn Gottes"" die Hauptrolle spielen, das erzählte Klaus Kinski interessierten Fans.",full match,24,dead,F,J,match,match,critical,PM,Actors,Klaus_Kinski.jpg,old,old,match
929,25,97,d,97d,"Im Jahr*2014*werde ich*das Lied*„I Shot The Sheriff“*herausbringen,*das stellte*John Lennon*bei einer Pressekonferenz fest.",Im Jahr,2014,werde ich,das,Das,Lied,„,I Shot The Sheriff,“,herausbringen,",",das stellte,Bob Marley,John Lennon,Bob Marley,no,bei einer Pressekonferenz fest.,"Im Jahr 2014 werde ich das Lied ""I Shot The Sheriff"" herausbringen, das stellte John Lennon bei einer Pressekonferenz fest.",life-fact mismatch,24,dead,F,J,mismatch,mismatch,critical,AP,Musicians,John_Lennon.jpg,new,old,mismatch
930,25,99,d,99d,"Im Jahr*1975*werde ich*das Lied*„Uptown Funk“*herausbringen,*das stellte*Adele*bei einer Pressekonferenz fest.",Im Jahr,1975,werde ich,das,Das,Lied,„,Uptown Funk,“,herausbringen,",",das stellte,Bruno Mars,Adele,Bruno Mars,no,bei einer Pressekonferenz fest.,"Im Jahr 1975 werde ich das Lied ""Uptown Funk"" herausbringen, das stellte Adele bei einer Pressekonferenz fest.",life-fact mismatch,24,alive,F,J,mismatch,mismatch,critical,AP,Musicians,Adele.jpg,old,new,mismatch
931,26,101,c,101c,"Im Jahr*1990*werde ich*in dem Film*„Stadt in Angst“*auftreten,*das versicherte*Spencer Tracy*den Medien.",Im Jahr,1990,werde ich,in dem,Der,Film,„,Stadt in Angst,“,auftreten,",",das versicherte,Spencer Tracy,Spencer Tracy,Grace Kelly,yes,den Medien.,"Im Jahr 1990 werde ich in dem Film ""Stadt in Angst"" auftreten, das versicherte Spencer Tracy den Medien.",life mismatch,24,dead,F,J,mismatch,match,critical,PM,Actors,Spencer_Tracy.jpg,new,old,mismatch
932,26,103,c,103c,"Im Jahr*1955*werde ich*in dem Film*„Kevin - Allein zu Haus“*auftreten,*das versicherte*Macaulay Culkin*den Medien.",Im Jahr,1955,werde ich,in dem,Der,Film,„,Kevin - Allein zu Haus,“,auftreten,",",das versicherte,Macaulay Culkin,Macaulay Culkin,Kevin Costner,yes,den Medien.,"Im Jahr 1955 werde ich in dem Film ""Kevin - Allein zu Haus"" auftreten, das versicherte Macaulay Culkin den Medien.",life mismatch,24,alive,F,J,mismatch,match,critical,PM,Actors,Macaulay_Culkin.jpg,old,new,mismatch
933,27,105,b,105b,"Im Jahr*2017*werde ich*das Lied*„Sign of the Times“*aufnehmen,*das berichtete*Ed Sheeran*auf einer Aftershowparty.",Im Jahr,2017,werde ich,das,Das,Lied,„,Sign of the Times,“,aufnehmen,",",das berichtete,Harry Styles,Ed Sheeran,Harry Styles,no,auf einer Aftershowparty.,"Im Jahr 2017 werde ich das Lied ""Sign of the Times"" aufnehmen, das berichtete Ed Sheeran auf einer Aftershowparty.",fact mismatch,24,alive,F,J,match,mismatch,critical,PM,Musicians,Ed_Sheeran.jpg,new,new,match
934,27,107,b,107b,"Im Jahr*1991*werde ich*das Lied*„The Show Must Go On“*aufnehmen,*das berichtete*Prince*auf einer Aftershowparty.",Im Jahr,1991,werde ich,das,Das,Lied,„,The Show Must Go On,“,aufnehmen,",",das berichtete,Freddie Mercury,Prince,Freddie Mercury,no,auf einer Aftershowparty.,"Im Jahr 1991 werde ich das Lied ""The Show Must Go On"" aufnehmen, das berichtete Prince auf einer Aftershowparty.",fact mismatch,24,dead,F,J,match,mismatch,critical,PM,Musicians,Prince.jpg,new,old,mismatch
935,28,109,a,109a,"Im Jahr*2016*werde ich*das Buch*„Panikherz“*fertigstellen,*das teilte*Benjamin von Stuckrad-Barre*der Presse mit.",Im Jahr,2016,werde ich,das,Das,Buch,„,Panikherz,“,fertigstellen,",",das teilte,Benjamin von Stuckrad-Barre,Benjamin von Stuckrad-Barre,Simon Beckett,yes,der Presse mit.,"Im Jahr 2016 werde ich das Buch ""Panikherz"" fertigstellen, das teilte Benjamin von Stuckrad-Barre der Presse mit.",full match,24,alive,F,J,match,match,critical,PM,Authors,Benjamin_von_Stuckrad-Barre.jpg,new,new,match
936,28,111,a,111a,"Im Jahr*1837*werde ich*das Buch*„Oliver Twist“*fertigstellen,*das teilte*Charles Dickens*der Presse mit.",Im Jahr,1837,werde ich,das,Das,Buch,„,Oliver Twist,“,fertigstellen,",",das teilte,Charles Dickens,Charles Dickens,Georg Büchner,yes,der Presse mit.,"Im Jahr 1837 werde ich das Buch ""Oliver Twist"" fertigstellen, das teilte Charles Dickens der Presse mit.",full match,24,dead,F,J,match,match,critical,PM,Authors,Charles_Dickens.jpg,old,old,match
937,29,114,d,114d,"Im Jahr*2013*werde ich*das Lied*„What a Wonderful World“*veröffentlichen,*das äußerte*Marlene Dietrich*gegenüber interessierten Fans.",Im Jahr,2013,werde ich,das,Das,Lied,„,What a Wonderful World,“,veröffentlichen,",",das äußerte,Louis Armstrong,Marlene Dietrich,Louis Armstrong,no,gegenüber interessierten Fans.,"Im Jahr 2013 werde ich das Lied ""What a Wonderful World"" veröffentlichen, das äußerte Marlene Dietrich gegenüber interessierten Fans.",life-fact mismatch,24,dead,F,J,mismatch,mismatch,critical,AP,Musicians,Marlene_Dietrich.jpg,new,old,mismatch
938,29,116,d,116d,"Im Jahr*1967*werde ich*das Lied*„Gangnam Style“*veröffentlichen,*das äußerte*Helene Fischer*gegenüber interessierten Fans.",Im Jahr,1967,werde ich,das,Das,Lied,„,Gangnam Style,“,veröffentlichen,",",das äußerte,Psy,Helene Fischer,Psy,no,gegenüber interessierten Fans.,"Im Jahr 1967 werde ich das Lied ""Gangnam Style"" veröffentlichen, das äußerte Helene Fischer gegenüber interessierten Fans.",life-fact mismatch,24,alive,F,J,mismatch,mismatch,critical,AP,Musicians,Helene_Fischer.jpg,old,new,mismatch
